#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2015-10-29T19:34:02 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5632742d860e	
#INFO	-out.max=unlimited	
#INFO	queryParameters=11	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/733/127&tab:{J/ApJ/733/127/table2}&key:source=J/ApJ/733/127&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-source=J/ApJ/733/127/table2
#-order=I
#-out=BJD
#-out=RFlux
#-out=e_RFlux
#

#RESOURCE=yCat_17330127
#Name: J/ApJ/733/127
#Title: Four transits of WASP-4b (Sanchis-Ojeda+, 2011)
#Table	J_ApJ_733_127_table2:
#Name: J/ApJ/733/127/table2
#Title: Photometry of WASP-4 \vizContent{timeSerie}(\wGraph{J/ApJ/733/127/./table2}{P=1.338231}{Transit Curve})
#Column	BJD	(F14.6)	Barycentric Julian Date (1)	[ucd=time.epoch]
#Column	RFlux	(F8.5)	Relative flux	[ucd=phot.flux;arith.ratio]
#Column	e_RFlux	(F8.5)	Uncertainty in RFlux	[ucd=stat.error]
BJD;RFlux;e_RFlux
2455100.657552; 0.99970; 0.00059
2455100.658026; 1.00051; 0.00059
2455100.658501; 1.00024; 0.00059
2455100.658975; 1.00029; 0.00059
2455100.659449; 1.00011; 0.00059
2455100.659924; 1.00057; 0.00059
2455100.660399; 0.99973; 0.00059
2455100.660873; 0.99980; 0.00059
2455100.661348; 0.99996; 0.00059
2455100.661822; 1.00014; 0.00059
2455100.662296; 1.00012; 0.00059
2455100.662771; 0.99990; 0.00059
2455100.663317; 0.99976; 0.00059
2455100.663789; 0.99998; 0.00059
2455100.664264; 1.00019; 0.00059
2455100.664739; 0.99972; 0.00059
2455100.665213; 1.00022; 0.00059
2455100.665688; 0.99899; 0.00059
2455100.666162; 1.00070; 0.00059
2455100.666637; 0.99982; 0.00059
2455100.667111; 0.99989; 0.00059
2455100.667586; 1.00007; 0.00059
2455100.668060; 0.99994; 0.00059
2455100.668535; 1.00018; 0.00059
2455100.669010; 0.99976; 0.00059
2455100.669484; 1.00027; 0.00059
2455100.669958; 1.00057; 0.00059
2455100.670433; 0.99955; 0.00059
2455100.670907; 1.00046; 0.00059
2455100.671382; 1.00075; 0.00059
2455100.671856; 1.00047; 0.00059
2455100.672331; 0.99967; 0.00059
2455100.672806; 1.00038; 0.00059
2455100.673280; 0.99965; 0.00059
2455100.673754; 1.00058; 0.00059
2455100.674229; 1.00030; 0.00059
2455100.674703; 0.99984; 0.00059
2455100.675178; 0.99947; 0.00059
2455100.675652; 1.00105; 0.00059
2455100.676127; 0.99973; 0.00059
2455100.676601; 1.00064; 0.00059
2455100.677076; 0.99957; 0.00059
2455100.677607; 0.99976; 0.00059
2455100.678083; 0.99844; 0.00059
2455100.678557; 0.99842; 0.00059
2455100.679032; 0.99983; 0.00059
2455100.679506; 0.99873; 0.00059
2455100.679981; 1.00007; 0.00059
2455100.680455; 0.99960; 0.00059
2455100.680930; 0.99969; 0.00059
2455100.681405; 1.00015; 0.00059
2455100.681879; 0.99941; 0.00059
2455100.682353; 1.00011; 0.00059
2455100.682828; 0.99930; 0.00059
2455100.683302; 1.00026; 0.00059
2455100.683777; 0.99999; 0.00059
2455100.684252; 1.00015; 0.00059
2455100.684726; 1.00031; 0.00059
2455100.685201; 0.99980; 0.00059
2455100.685675; 1.00050; 0.00059
2455100.686149; 1.00007; 0.00059
2455100.686624; 1.00039; 0.00059
2455100.687247; 0.99994; 0.00059
2455100.687723; 0.99935; 0.00059
2455100.688198; 0.99967; 0.00059
2455100.688673; 1.00082; 0.00059
2455100.689147; 1.00025; 0.00059

